"ASV"	"s.COLUMBIA"	"s.TANZANIA"	"index"	"stat"	"p.value"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"109"	"f7a76c66b171377a87944d491c957b38"	0	1	2	0.804168501851717	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Veillonellales-Selenomonadales"	"f__Selenomonadaceae"	"g__Anaerovibrio"	NA
"110"	"10cc8d596c4e397b288738eb33a9aa7a"	1	0	1	0.596964036853616	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Veillonellales-Selenomonadales"	"f__Veillonellaceae"	"g__Megasphaera"	NA
"111"	"e04a9bb3b90e214a2509949c3bde9397"	1	0	1	0.228515472449515	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Veillonellales-Selenomonadales"	"f__Veillonellaceae"	NA	NA
"112"	"81a2daf5c39933f33c9aef93ba552487"	1	0	1	0.204390452123038	0.005	"d__Bacteria"	"p__Verrucomicrobiota"	"c__Lentisphaeria"	"o__Victivallales"	"f__Victivallaceae"	"g__Victivallaceae"	"s__uncultured_rumen"
"113"	"2b258444f81beee3950b1c7d963a3ee2"	0	1	2	0.574379661584863	0.005	"d__Bacteria"	"p__Verrucomicrobiota"	"c__Lentisphaeria"	"o__Victivallales"	"f__vadinBE97"	"g__vadinBE97"	NA
"114"	"e23f2cf47a031adcb7444dc153b300c0"	0	1	2	0.545856376415509	0.005	"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Aeromonadales"	"f__Succinivibrionaceae"	"g__Ruminobacter"	"s__gut_metagenome"
"115"	"bb8a31b52361fc84d9f3024e63243e0e"	0	1	2	0.585263922365849	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	NA	NA	NA	NA
"116"	"bdc5684402c1bfd54ce0202e3699d56c"	1	0	1	0.388294499720101	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Anaerovoracaceae"	"g__[Eubacterium]_brachy_group"	"s__uncultured_bacterium"
"117"	"3128c3b47cab22df0f53774c977c53cc"	1	0	1	0.283227086577941	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Anaerovoracaceae"	"g__S5-A14a"	"s__uncultured_Anaerovorax"
"118"	"0708aaa09e9eced7416af7eaa44dc9db"	1	0	1	0.236362547339695	0.02	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Anaerovoracaceae"	"g__[Eubacterium]_nodatum_group"	"s__uncultured_bacterium"
"119"	"24dc1c5ee5140a447d8b6f29c1f6090d"	1	0	1	0.324940938185265	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Anaerovoracaceae"	NA	NA
"120"	"8da9107408b4081b3ca66e6d69baf4eb"	0	1	2	0.646783125096109	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Anaerovoracaceae"	"g__Family_XIII_UCG-001"	"s__uncultured_bacterium"
"121"	"359ed3826827b24cf7f52143c86cc722"	0	1	2	0.799674482996867	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcaceae"	"g__Terrisporobacter"	NA
"122"	"a3503f71205ca03e99ebd2c2e238aa1d"	0	1	2	0.361838877277216	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcaceae"	"g__Paeniclostridium"	NA
"123"	"686ab45e15f4b08d9a53db67365547ec"	0	1	2	0.771563889727699	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcaceae"	"g__Intestinibacter"	NA
"124"	"b7855530463c865b1823d4d133bfed60"	0	1	2	0.154655867411447	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcaceae"	"g__Paraclostridium"	NA
"125"	"0694b945baa9d5e28511c28f9d4f4572"	1	0	1	0.375489236998649	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcaceae"	"g__Peptostreptococcus"	"s__uncultured_bacterium"
"126"	"1083ca48e6041e4622c758f2f6199d29"	1	0	1	0.515618342848392	0.005	"d__Bacteria"	"p__Synergistota"	"c__Synergistia"	"o__Synergistales"	"f__Synergistaceae"	"g__Cloacibacillus"	"s__Cloacibacillus_porcorum"
"127"	"12e2b849ddb47b53c51057c0a5a418ca"	1	0	1	0.239888118357617	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcales-Tissierellales"	"g__Finegoldia"	"s__uncultured_bacterium"
"128"	"bcf9f47796f7fc516a9b161ad9eea802"	1	0	1	0.549877647732063	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcales-Tissierellales"	"g__Peptoniphilus"	NA
"129"	"4d945acac3a17d4d89e65eef63bbb9c9"	1	0	1	0.375307178334903	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcales-Tissierellales"	"g__Anaerococcus"	NA
"130"	"f7af7bdca9f81ec12a85d7ca4458fbf7"	1	0	1	0.424448651739461	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcales-Tissierellales"	"g__Ezakiella"	"s__uncultured_bacterium"
"131"	"1ff5327d18795b72065861dde676cde4"	1	0	1	0.371980889900402	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcales-Tissierellales"	"g__Murdochiella"	"s__Murdochiella_asaccharolytica"
"132"	"d6a396e77c72f76e93a5ab565794c863"	1	0	1	0.59660194724599	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcales-Tissierellales"	"g__Parvimonas"	NA
"133"	"79f6edc0c71cab9f36bc9aa32be16ece"	1	0	1	0.561244131243198	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptostreptococcales-Tissierellales"	"f__Peptostreptococcales-Tissierellales"	"g__Fenollaria"	"s__uncultured_bacterium"
"134"	"074cfc71868b97b2c265fce2b4e658f3"	1	0	1	0.916384269993045	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	NA
"135"	"c2b64d0ab218ba798466d3cef14e38ea"	1	0	1	0.327184364472221	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Mycoplasmatales"	"f__Mycoplasmataceae"	"g__Mycoplasma"	"s__uncultured_rumen"
"136"	"4e3ab939d65fc967787c06f22d3b8500"	0	1	2	0.127775312999988	0.03	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Lysinibacillus"	NA
"137"	"5417c9858fcb6b2ad5224bc4dbb8818f"	0	1	2	0.156463166968811	0.015	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Kurthia"	NA
"138"	"8bd287213963f17c4755f66ef139672f"	0	1	2	0.127775312999988	0.045	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Solibacillus"	NA
"139"	"97ca8d0bb8eb959063b6fd8845490c85"	0	1	2	0.18070158058105	0.01	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	NA	NA
"140"	"973d708ab619b867bcdb98ad8244ab57"	1	0	1	0.61596392033828	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	NA
"141"	"88463c4feec4121410f2217ba468e49c"	1	0	1	0.58776843519038	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Carnobacteriaceae"	"g__Granulicatella"	NA
"142"	"5c629278988ab90e22b0f8a1f13c969d"	1	0	1	0.210680855742759	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Aerococcaceae"	"g__Abiotrophia"	"s__uncultured_bacterium"
"143"	"57283dee51a70bb0bf4c73e416467dd6"	1	0	1	0.426191970306539	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Staphylococcales"	"f__Staphylococcaceae"	"g__Staphylococcus"	NA
"144"	"df33d3f7c13655c857e2cecf1e66ed78"	0	1	2	0.661871885525781	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Turicibacter"	NA
"145"	"e0d4e2bcc7afcd13794b3a2eda4b20b0"	0	1	2	0.563270522353998	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Izemoplasmatales"	"f__Izemoplasmatales"	"g__Izemoplasmatales"	"s__gut_metagenome"
"146"	"144b95f166651634e0e3d03c52add3d9"	1	0	1	0.739663602199301	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Staphylococcales"	"f__Gemellaceae"	"g__Gemella"	NA
"147"	"6de8810de9dd80297d7ae46c12c8aba8"	1	0	1	0.275169067421824	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Eubacteriaceae"	"g__Eubacterium"	"s__Eubacterium_limosum"
"148"	"5c549bd233991be51be6ad8a53191add"	0	1	2	0.15649215928719	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Cellulosilyticum"	"s__uncultured_bacterium"
"149"	"106f7cb7b2d92f26aa00fb5bc425ebd2"	0	1	2	0.614170790057479	0.005	"d__Bacteria"	"p__Elusimicrobiota"	"c__Elusimicrobia"	"o__Elusimicrobiales"	"f__Elusimicrobiaceae"	"g__Elusimicrobium"	"s__uncultured_bacterium"
"150"	"4136a103b10db9d63455a173f74af8ee"	0	1	2	0.465049110651364	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruminococcaceae"	"s__uncultured_bacterium"
"151"	"3531e9c319504a6ac245e3daa1bf4886"	1	0	1	0.229857101625583	0.015	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__uncultured"	"g__uncultured"	NA
"152"	"8424cf913096190b0ef204ab2351c0b1"	1	0	1	0.410383814331642	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Intestinimonas"	NA
"153"	"1c1b419294463fa1060c394fc75c6fad"	1	0	1	0.222729331457228	0.01	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Pseudoflavonifractor"	"s__uncultured_bacterium"
"154"	"ee70602ac58ebadfe4de180be70759f3"	1	0	1	0.487305195864814	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Flavonifractor"	NA
"155"	"544154f255c688ee7b274744fe7b5926"	1	0	1	0.255488065153798	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__UCG-007"	NA
"156"	"6fb3c05776f0978dfadb1b3c3d12066a"	0	1	2	0.305474158552119	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Caproiciproducens"	"s__uncultured_bacterium"
"157"	"f834ac260b21b87f2bedcebf6935d445"	1	0	1	0.210680855742759	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__[Eubacterium]_oxidoreducens_group"	"s__uncultured_bacterium"
"158"	"38f9db92e5e37752b6b5164c63133bc9"	1	0	1	0.260547725941856	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__ASF356"	"s__uncultured_bacterium"
"159"	"c17c3edcae09d2607a64d55d9566ef56"	0	1	2	0.257300289993357	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	NA	NA	NA
"160"	"c5727556d564286601cd646d487ea792"	0	1	2	0.234906400377195	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Caldicoprobacterales"	"f__Caldicoprobacteraceae"	"g__Caldicoprobacter"	"s__uncultured_bacterium"
"161"	"ad30e6ccad3dbd0348426e566b2a9024"	1	0	1	0.591497634565962	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Christensenellales"	"f__Christensenellaceae"	"g__Christensenella"	"s__Christensenella_massiliensis"
"162"	"bca02bd940f5ec60b3d0ec045b1d4df9"	1	0	1	0.471096714998636	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Christensenellales"	"f__Christensenellaceae"	"g__Christensenellaceae"	"s__Christensenella_sp."
"163"	"48f3c43d403407d445f576abc6915453"	0	1	2	0.343815102265425	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__uncultured"	"f__uncultured"	"g__uncultured"	"s__uncultured_organism"
"164"	"56451ecb57aa61850d11d769347c0270"	1	0	1	0.191189761243058	0.01	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridia"	"f__Hungateiclostridiaceae"	"g__Fastidiosipila"	"s__Clostridiales_bacterium"
"165"	"d7ae04fe8e4bdde8246f748af4f70b60"	0	1	2	0.782050336135911	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Sarcina"	NA
"166"	"37403cd58b4335c21d70b946895dcf66"	0	1	2	0.498978548473514	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Clostridium_sensu_stricto_6"	"s__Clostridium_bornimense"
"167"	"7c759dd86a64f339a2f7be3277bee0fd"	1	0	1	0.720623310763013	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Peptococcales"	"f__Peptococcaceae"	"g__uncultured"	NA
"168"	"fd7eb77c1627d6f14bdb2d63f8ab0aff"	1	0	1	0.4992475479867	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Christensenellales"	"f__Christensenellaceae"	"g__uncultured"	"s__uncultured_bacterium"
"169"	"cc96e762f9777d57439d21b65a11b16d"	1	0	1	0.242702783729916	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Incertae_Sedis"	"o__DTU014"	"f__DTU014"	"g__DTU014"	"s__unidentified"
"170"	"5ca6cfaa3d4a164738b895808d7ef809"	0	1	2	0.142857142857143	0.02	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	NA	NA
"171"	"b26e2a1dadeb6f0ff23339b247e33a85"	0	1	2	0.805088424703689	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__UCG-008"	"s__uncultured_bacterium"
"172"	"c7d3bab6999a21e9af4fa509f045ffa5"	1	0	1	0.418251988457394	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Angelakisella"	"s__uncultured_bacterium"
"173"	"49acf436c22062cb240745c2d33b2176"	1	0	1	0.169471610105804	0.025	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Harryflintia"	NA
"174"	"230d960ac524a1be9a5bac5c1af146a9"	1	0	1	0.40234300734741	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Anaerofilum"	"s__uncultured_bacterium"
"175"	"9f134c3bdd20dfa5461adb123f2f6f47"	1	0	1	0.195631545226727	0.045	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospirales"	"g__Hydrogenoanaerobacterium"	NA
"176"	"d7cdb6fdbfa0fc3a8747ec22c7d68138"	1	0	1	0.279321305664651	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Anaerotruncus"	"s__uncultured_organism"
"177"	"859473eedd76d8882bc1ee2e48ee28fc"	0	1	2	0.14914036763915	0.01	"d__Bacteria"	NA	NA	NA	NA	NA	NA
"178"	"94fc2f4a1856ca56107afc3d91ee754f"	1	0	1	0.177007323829538	0.015	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Stomatobaculum"	"s__uncultured_bacterium"
"179"	"8cbc4c4ff99c7c8285a6d0eafe4c969e"	1	0	1	0.727185282766864	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Howardella"	NA
"180"	"f32d3357bb2f6395e22a4e82c981d443"	0	1	2	0.563369423677322	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnospiraceae_NK4B4_group"	"s__uncultured_bacterium"
"181"	"cd640119d4cd3293cafae97f069b8e68"	0	1	2	0.869288760038776	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__[Eubacterium]_hallii_group"	NA
"182"	"5ac586298f1ca526b356f7fe47df9e05"	1	0	1	0.40557473000521	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eisenbergiella"	NA
"183"	"4894cc4af6736ee885c04fa7d5731e84"	0	1	2	0.142857142857143	0.01	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__XBB1006"	"s__uncultured_bacterium"
"184"	"a125b3915b62ca5bd06d95c2054caf73"	0	1	2	0.110656667034498	0.045	"d__Bacteria"	"p__Spirochaetota"	"c__Spirochaetia"	"o__Spirochaetales"	"f__Spirochaetaceae"	"g__Sphaerochaeta"	"s__uncultured_bacterium"
"185"	"fb25f1cfaecdf1c45e635ce9d82df902"	0	1	2	0.94813799160117	0.005	"d__Bacteria"	"p__Spirochaetota"	"c__Spirochaetia"	"o__Spirochaetales"	"f__Spirochaetaceae"	"g__Treponema"	"s__uncultured_bacterium"
"186"	"97291768fcdabb7442edad675d1f07f1"	1	0	1	0.884699556015691	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Incertae_Sedis"	NA
"187"	"d970629c8d0325be563621d61e5a0e15"	1	0	1	0.550338134843648	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__DTU089"	NA
"188"	"a71d754db5f90fe62936287d837cc060"	1	0	1	0.894654718809428	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__UBA1819"	"s__uncultured_organism"
"189"	"c285b3b61f6c184d753b31bb66d38ea4"	1	0	1	0.234158679545018	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Shuttleworthia"	"s__uncultured_bacterium"
"190"	"a2b38721b342e25bcd759762fc5fe6de"	1	0	1	0.210680855742759	0.01	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnospiraceae"	NA
"191"	"5a15af48fb3be837f22e7ca32bad81bf"	0	1	2	0.651528814342365	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnospiraceae_AC2044_group"	"s__uncultured_bacterium"
"192"	"3f89377b58a726109d85199131300e0a"	1	0	1	0.222729331457228	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__[Eubacterium]_fissicatena_group"	NA
"193"	"e968fe991333c868da46bddd68a15d80"	1	0	1	0.369075430258373	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Tyzzerella"	"s__Tyzzerella_sp."
"194"	"4891725daca27cd88b027a0b08b93e57"	0	1	2	0.948661675524088	0.005	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotellaceae_NK3B31_group"	NA
"195"	"3235f274d2e33be05a598bbd8b226869"	0	1	2	0.876719850840461	0.005	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__uncultured"	"s__uncultured_bacterium"
"196"	"3b6c545c937c0d0909d23aae1c0dba1e"	0	1	2	0.747612440884021	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__[Ruminococcus]_gauvreauii_group"	NA
"197"	"a45b1caad15baa7215540ceb108b113d"	0	1	2	0.877466823524731	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Marvinbryantia"	NA
"198"	"f644979750b23c50323b7d8bf89e8f10"	0	1	2	0.471079905648899	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnospiraceae_UCG-003"	"s__uncultured_bacterium"
"199"	"936aa5028a6f54b1c8a6dbacbc2c7086"	1	0	1	0.197900204299083	0.01	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Sellimonas"	"s__uncultured_bacterium"
"200"	"c1152523cd9f472b6101b63a26783d3e"	1	0	1	0.338943220211609	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__UC5-1-2E3"	NA
"201"	"5f8b4b0ba8aa82d33cabb55818888a8b"	0	1	2	0.456211266154601	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnospiraceae_UCG-007"	"s__uncultured_bacterium"
"202"	"c78343bd80e8c89350f1e8b2ca02e4dd"	1	0	1	0.239669049448834	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnoanaerobaculum"	NA
"203"	"d01af72f95ae9dd737a82ae0439494d7"	0	1	2	0.736391636414918	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Oribacterium"	"s__uncultured_bacterium"
"204"	"5a69b28ea4b4c2cbe6d50f5db30bc740"	1	0	1	0.1615848401751	0.01	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Frisingicoccus"	NA
"205"	"a027c6ca8179c571d7a5291e80fa104c"	1	0	1	0.666562401186894	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Moryella"	"s__human_gut"
"206"	"e5f4bd91be99daa8bef241144db97d1c"	0	1	2	0.833840501673477	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnospiraceae_ND3007_group"	"s__metagenome"
"207"	"1ca22f33226688d32dd6d7ed8b53aede"	1	0	1	0.395800408598166	0.005	"d__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Hungatella"	NA
